Time,Signal,Inhibition
7.11,332.124,#N/A
7.114,487.71,#N/A
7.117,673.336,#N/A
7.12,871.504,#N/A
7.124,1058.65,#N/A
7.127,1210.35,#N/A
7.13,1306.83,#N/A
7.134,1337.03,#N/A
7.137,1300.35,#N/A
7.14,1205.93,#N/A
7.144,1069.85,#N/A
7.147,911.141,#N/A
7.15,747.98,#N/A
7.154,594.803,#N/A
7.157,460.973,#N/A
7.16,350.807,#N/A
7.164,264.559,#N/A
7.167,199.808,#N/A
7.17,152.811,#N/A
7.174,119.552,#N/A
7.177,96.401,#N/A
7.18,80.419,#N/A
7.184,69.402,#N/A
7.187,61.783,#N/A
7.19,56.482,#N/A
7.194,52.754,#N/A
7.197,50.085,#N/A
7.2,48.113,#N/A
7.204,46.591,#N/A
7.207,45.362,#N/A
7.21,44.337,#N/A
7.214,43.478,#N/A
7.217,42.778,67.8774
7.22,42.228,#N/A
7.224,41.81,#N/A
7.227,41.478,#N/A
7.23,41.17,#N/A
7.234,40.814,#N/A
7.237,40.352,#N/A
7.24,39.75,#N/A
7.244,39.004,#N/A
7.247,38.14,#N/A
7.25,37.207,#N/A
7.254,36.268,#N/A
7.257,35.385,#N/A
7.26,34.613,#N/A
7.264,33.995,#N/A
7.267,33.553,#N/A
7.27,33.29,#N/A
7.274,33.19,#N/A
7.277,33.225,#N/A
7.28,33.371,#N/A
7.284,33.641,#N/A
7.287,34.133,#N/A
7.29,35.105,#N/A
7.294,37.042,#N/A
7.297,40.672,#N/A
7.3,46.876,#N/A
7.304,56.448,#N/A
7.307,69.747,#N/A
7.31,86.377,#N/A
7.314,105.041,#N/A
7.317,123.68,#N/A
7.32,139.887,#N/A
7.324,151.475,#N/A
7.327,156.99,#N/A
7.33,156.007,#N/A
7.334,149.149,#N/A
7.337,137.839,#N/A
7.34,123.913,#N/A
7.344,109.224,#N/A
7.347,95.346,#N/A
7.35,83.416,58.80493
7.354,74.122,#N/A
7.357,67.793,#N/A
7.36,64.52,#N/A
7.364,64.263,#N/A
7.367,66.906,#N/A
7.37,72.245,#N/A
7.374,79.931,#N/A
7.377,89.405,#N/A
7.38,99.866,#N/A
7.384,110.303,#N/A
7.387,119.612,#N/A
7.39,126.76,#N/A
7.394,130.957,#N/A
7.397,131.797,#N/A
7.4,129.315,#N/A
7.404,123.96,#N/A
7.407,116.488,#N/A
7.41,107.809,#N/A
7.414,98.83,#N/A
7.417,90.322,#N/A
7.42,82.835,#N/A
7.424,76.664,#N/A
7.427,71.873,#N/A
7.43,68.338,#N/A
7.434,65.82,#N/A
7.437,64.032,#N/A
7.44,62.689,#N/A
7.444,61.546,#N/A
7.447,60.414,#N/A
7.45,59.16,#N/A
7.454,57.705,#N/A
7.457,56.013,#N/A
7.46,54.083,#N/A
7.464,51.948,#N/A
7.467,49.663,#N/A
7.47,47.309,#N/A
7.474,44.978,#N/A
7.477,42.772,#N/A
7.48,40.788,#N/A
7.484,39.115,#N/A
7.487,37.832,#N/A
7.49,37.025,#N/A
7.494,36.79,#N/A
7.497,37.235,#N/A
7.5,38.45,#N/A
7.504,40.46,#N/A
7.507,43.161,#N/A
7.51,46.291,#N/A
7.514,49.448,#N/A
7.517,52.159,#N/A
7.52,53.995,#N/A
7.524,54.671,#N/A
7.527,54.108,#N/A
7.53,52.43,#N/A
7.534,49.919,#N/A
7.537,46.929,#N/A
7.54,43.803,#N/A
7.544,40.819,#N/A
7.547,38.159,#N/A
7.55,35.91,#N/A
7.554,34.085,#N/A
7.557,32.651,#N/A
7.56,31.547,#N/A
7.564,30.712,#N/A
7.567,30.083,#N/A
7.57,29.609,#N/A
7.574,29.246,#N/A
7.577,28.956,#N/A
7.58,28.71,#N/A
7.584,28.487,#N/A
7.587,28.276,#N/A
7.59,28.073,#N/A
7.594,27.884,#N/A
7.597,27.72,#N/A
7.6,27.593,#N/A
7.604,27.508,#N/A
7.607,27.466,#N/A
7.61,27.463,#N/A
7.614,27.494,#N/A
7.617,27.564,62.19369
7.62,27.701,#N/A
7.624,27.962,#N/A
7.627,28.437,#N/A
7.63,29.239,#N/A
7.634,30.49,#N/A
7.637,32.292,#N/A
7.64,34.712,#N/A
7.644,37.768,#N/A
7.647,41.418,#N/A
7.65,45.565,#N/A
7.654,50.066,#N/A
7.657,54.738,#N/A
7.66,59.372,#N/A
7.664,63.742,#N/A
7.667,67.623,#N/A
7.67,70.802,#N/A
7.674,73.101,#N/A
7.677,74.392,#N/A
7.68,74.606,#N/A
7.684,73.746,#N/A
7.687,71.878,#N/A
7.69,69.132,#N/A
7.694,65.687,#N/A
7.697,61.758,#N/A
7.7,57.573,#N/A
7.704,53.353,#N/A
7.707,49.288,#N/A
7.71,45.53,#N/A
7.714,42.18,#N/A
7.717,39.299,#N/A
7.72,36.907,#N/A
7.724,34.997,#N/A
7.727,33.539,#N/A
7.73,32.492,#N/A
7.734,31.805,#N/A
7.737,31.424,#N/A
7.74,31.295,#N/A
7.744,31.369,#N/A
7.747,31.603,#N/A
7.75,31.96,62.41244
7.754,32.401,#N/A
7.757,32.885,#N/A
7.76,33.361,#N/A
7.764,33.769,#N/A
7.767,34.049,#N/A
7.77,34.151,#N/A
7.774,34.046,#N/A
7.777,33.737,#N/A
7.78,33.26,#N/A
7.784,32.681,#N/A
7.787,32.088,#N/A
7.79,31.577,#N/A
7.794,31.23,#N/A
7.797,31.1,#N/A
7.8,31.194,#N/A
7.804,31.465,#N/A
7.807,31.832,#N/A
7.81,32.191,#N/A
7.814,32.445,#N/A
7.817,32.523,#N/A
7.82,32.387,#N/A
7.824,32.042,#N/A
7.827,31.522,#N/A
7.83,30.883,#N/A
7.834,30.19,#N/A
7.837,29.501,#N/A
7.84,28.865,#N/A
7.844,28.312,#N/A
7.847,27.856,#N/A
7.85,27.494,#N/A
7.854,27.213,#N/A
7.857,26.993,#N/A
7.86,26.817,#N/A
7.864,26.678,#N/A
7.867,26.574,#N/A
7.87,26.517,#N/A
7.874,26.519,#N/A
7.877,26.591,#N/A
7.88,26.734,#N/A
7.884,26.943,#N/A
7.887,27.206,#N/A
7.89,27.512,#N/A
7.894,27.853,#N/A
7.897,28.227,#N/A
7.9,28.629,#N/A
7.904,29.052,#N/A
7.907,29.481,#N/A
7.91,29.89,#N/A
7.914,30.248,#N/A
7.917,30.518,#N/A
7.92,30.668,#N/A
7.924,30.674,#N/A
7.927,30.535,#N/A
7.93,30.268,#N/A
7.934,29.914,#N/A
7.937,29.527,#N/A
7.94,29.161,#N/A
7.944,28.858,#N/A
7.947,28.636,#N/A
7.95,28.486,#N/A
7.954,28.38,#N/A
7.957,28.276,#N/A
7.96,28.139,#N/A
7.964,27.945,#N/A
7.967,27.696,#N/A
7.97,27.415,#N/A
7.974,27.141,#N/A
7.977,26.919,#N/A
7.98,26.784,#N/A
7.984,26.753,#N/A
7.987,26.818,#N/A
7.99,26.955,#N/A
7.994,27.124,#N/A
7.997,27.281,#N/A
8,27.389,#N/A
8.004,27.424,#N/A
8.007,27.381,#N/A
8.01,27.274,#N/A
8.014,27.128,#N/A
8.017,26.971,45.91416
8.02,26.828,#N/A
8.024,26.716,#N/A
8.027,26.645,#N/A
8.03,26.623,#N/A
8.034,26.656,#N/A
8.037,26.751,#N/A
8.04,26.913,#N/A
8.044,27.144,#N/A
8.047,27.438,#N/A
8.05,27.788,#N/A
8.054,28.18,#N/A
8.057,28.593,#N/A
8.06,28.996,#N/A
8.064,29.349,#N/A
8.067,29.606,#N/A
8.07,29.732,#N/A
8.074,29.707,#N/A
8.077,29.531,#N/A
8.08,29.223,#N/A
8.084,28.817,#N/A
8.087,28.354,#N/A
8.09,27.875,#N/A
8.094,27.423,#N/A
8.097,27.04,#N/A
8.1,26.775,#N/A
8.104,26.671,#N/A
8.107,26.767,#N/A
8.11,27.077,#N/A
8.114,27.595,#N/A
8.117,28.284,#N/A
8.12,29.085,#N/A
8.124,29.922,#N/A
8.127,30.71,#N/A
8.13,31.367,#N/A
8.134,31.825,#N/A
8.137,32.04,#N/A
8.14,32.004,#N/A
8.144,31.741,#N/A
8.147,31.302,#N/A
8.15,30.753,22.29632
8.154,30.161,#N/A
8.157,29.582,#N/A
8.16,29.059,#N/A
8.164,28.618,#N/A
8.167,28.276,#N/A
8.17,28.039,#N/A
8.174,27.903,#N/A
8.177,27.853,#N/A
8.18,27.863,#N/A
8.184,27.898,#N/A
8.187,27.916,#N/A
8.19,27.881,#N/A
8.194,27.764,#N/A
8.197,27.557,#N/A
8.2,27.272,#N/A
8.204,26.934,#N/A
8.207,26.58,#N/A
8.21,26.247,#N/A
8.214,25.964,#N/A
8.217,25.745,#N/A
8.22,25.589,#N/A
8.224,25.482,#N/A
8.227,25.399,#N/A
8.23,25.318,#N/A
8.234,25.221,#N/A
8.237,25.096,#N/A
8.24,24.943,#N/A
8.244,24.768,#N/A
8.247,24.592,#N/A
8.25,24.445,#N/A
8.254,24.37,#N/A
8.257,24.421,#N/A
8.26,24.653,#N/A
8.264,25.107,#N/A
8.267,25.796,#N/A
8.27,26.684,#N/A
8.274,27.681,#N/A
8.277,28.658,#N/A
8.28,29.471,#N/A
8.284,29.997,#N/A
8.287,30.166,#N/A
8.29,29.97,#N/A
8.294,29.467,#N/A
8.297,28.753,#N/A
8.3,27.94,#N/A
8.304,27.129,#N/A
8.307,26.389,#N/A
8.31,25.756,#N/A
8.314,25.235,#N/A
8.317,24.81,#N/A
8.32,24.458,#N/A
8.324,24.16,#N/A
8.327,23.903,#N/A
8.33,23.686,#N/A
8.334,23.517,#N/A
8.337,23.41,#N/A
8.34,23.376,#N/A
8.344,23.42,#N/A
8.347,23.536,#N/A
8.35,23.702,#N/A
8.354,23.888,#N/A
8.357,24.059,#N/A
8.36,24.184,#N/A
8.364,24.242,#N/A
8.367,24.228,#N/A
8.37,24.155,#N/A
8.374,24.047,#N/A
8.377,23.936,#N/A
8.38,23.852,#N/A
8.384,23.818,#N/A
8.387,23.841,#N/A
8.39,23.913,#N/A
8.394,24.016,#N/A
8.397,24.126,#N/A
8.4,24.225,#N/A
8.404,24.303,#N/A
8.407,24.366,#N/A
8.41,24.424,#N/A
8.414,24.49,#N/A
8.417,24.567,8.00947
8.42,24.649,#N/A
8.424,24.721,#N/A
8.427,24.762,#N/A
8.43,24.755,#N/A
8.434,24.692,#N/A
8.437,24.58,#N/A
8.44,24.438,#N/A
8.444,24.294,#N/A
8.447,24.177,#N/A
8.45,24.109,#N/A
8.454,24.1,#N/A
8.457,24.142,#N/A
8.46,24.216,#N/A
8.464,24.297,#N/A
8.467,24.364,#N/A
8.47,24.399,#N/A
8.474,24.397,#N/A
8.477,24.354,#N/A
8.48,24.272,#N/A
8.484,24.15,#N/A
8.487,23.992,#N/A
8.49,23.803,#N/A
8.494,23.593,#N/A
8.497,23.379,#N/A
8.5,23.179,#N/A
8.504,23.012,#N/A
8.507,22.89,#N/A
8.51,22.817,#N/A
8.514,22.784,#N/A
8.517,22.778,#N/A
8.52,22.782,#N/A
8.524,22.784,#N/A
8.527,22.777,#N/A
8.53,22.761,#N/A
8.534,22.741,#N/A
8.537,22.722,#N/A
8.54,22.711,#N/A
8.544,22.715,#N/A
8.547,22.739,17.4757
8.55,22.783,#N/A
8.554,22.843,#N/A
8.557,22.905,#N/A
8.56,22.958,#N/A
8.564,22.987,#N/A
8.567,22.981,#N/A
8.57,22.933,#N/A
8.574,22.843,#N/A
8.577,22.719,#N/A
8.58,22.571,#N/A
8.584,22.412,#N/A
8.587,22.252,#N/A
8.59,22.098,#N/A
8.594,21.952,#N/A
8.597,21.814,#N/A
8.6,21.682,#N/A
8.604,21.556,#N/A
8.607,21.436,#N/A
8.61,21.323,#N/A
8.614,21.223,#N/A
8.617,21.142,#N/A
8.62,21.084,#N/A
8.624,21.053,#N/A
8.627,21.05,#N/A
8.63,21.073,#N/A
8.634,21.117,#N/A
8.637,21.175,#N/A
8.64,21.241,#N/A
8.644,21.305,#N/A
8.647,21.359,#N/A
8.65,21.396,#N/A
8.654,21.415,#N/A
8.657,21.413,#N/A
8.66,21.392,#N/A
8.664,21.355,#N/A
8.667,21.306,#N/A
8.67,21.251,#N/A
8.674,21.201,#N/A
8.677,21.166,#N/A
8.68,21.16,9.94647
8.684,21.191,#N/A
8.687,21.265,#N/A
8.69,21.374,#N/A
8.694,21.505,#N/A
8.697,21.634,#N/A
8.7,21.738,#N/A
8.704,21.797,#N/A
8.707,21.799,#N/A
8.71,21.744,#N/A
8.714,21.639,#N/A
8.717,21.497,#N/A
8.72,21.333,#N/A
8.724,21.162,#N/A
8.727,20.994,#N/A
8.73,20.839,#N/A
8.734,20.702,#N/A
8.737,20.585,#N/A
8.74,20.489,#N/A
8.744,20.411,#N/A
8.747,20.345,#N/A
8.75,20.287,#N/A
8.754,20.233,#N/A
8.757,20.183,#N/A
8.76,20.14,#N/A
8.764,20.115,#N/A
8.767,20.122,#N/A
8.77,20.179,#N/A
8.774,20.312,#N/A
8.777,20.542,#N/A
8.78,20.882,#N/A
8.784,21.324,#N/A
8.787,21.833,#N/A
8.79,22.352,#N/A
8.794,22.81,#N/A
8.797,23.14,#N/A
8.8,23.294,#N/A
8.804,23.253,#N/A
8.807,23.033,#N/A
8.81,22.674,#N/A
8.814,22.232,#N/A
8.817,21.765,#N/A
8.82,21.32,#N/A
8.824,20.933,#N/A
8.827,20.622,#N/A
8.83,20.396,#N/A
8.834,20.249,#N/A
8.837,20.174,#N/A
8.84,20.161,#N/A
8.844,20.206,#N/A
8.847,20.308,#N/A
8.85,20.469,#N/A
8.854,20.686,#N/A
8.857,20.95,#N/A
8.86,21.241,#N/A
8.864,21.525,#N/A
8.867,21.766,#N/A
8.87,21.927,#N/A
8.874,21.983,#N/A
8.877,21.927,#N/A
8.88,21.771,#N/A
8.884,21.542,#N/A
8.887,21.274,#N/A
8.89,21.007,#N/A
8.894,20.771,#N/A
8.897,20.583,#N/A
8.9,20.448,#N/A
8.904,20.354,#N/A
8.907,20.283,#N/A
8.91,20.215,#N/A
8.914,20.132,#N/A
8.917,20.025,#N/A
8.92,19.893,#N/A
8.924,19.741,#N/A
8.927,19.578,#N/A
8.93,19.416,#N/A
8.934,19.269,#N/A
8.937,19.146,#N/A
8.94,19.053,#N/A
8.944,18.99,#N/A
8.947,18.953,4.1315
8.95,18.933,#N/A
8.954,18.921,#N/A
8.957,18.909,#N/A
8.96,18.891,#N/A
8.964,18.863,#N/A
8.967,18.825,#N/A
8.97,18.778,#N/A
8.974,18.726,#N/A
8.977,18.676,#N/A
8.98,18.635,#N/A
8.984,18.612,#N/A
8.987,18.613,#N/A
8.99,18.642,#N/A
8.994,18.698,#N/A
8.997,18.769,#N/A
9,18.841,#N/A
9.004,18.896,#N/A
9.007,18.917,#N/A
9.01,18.895,#N/A
9.014,18.83,#N/A
9.017,18.728,#N/A
9.02,18.604,#N/A
9.024,18.471,#N/A
9.027,18.345,#N/A
9.03,18.234,#N/A
9.034,18.145,#N/A
9.037,18.084,#N/A
9.04,18.051,#N/A
9.044,18.048,#N/A
9.047,18.075,#N/A
9.05,18.129,#N/A
9.054,18.208,#N/A
9.057,18.307,#N/A
9.06,18.416,#N/A
9.064,18.525,#N/A
9.067,18.62,#N/A
9.07,18.688,#N/A
9.074,18.72,#N/A
9.077,18.713,#N/A
9.08,18.668,-7.2598
9.084,18.591,#N/A
9.087,18.49,#N/A
9.09,18.376,#N/A
9.094,18.262,#N/A
9.097,18.157,#N/A
9.1,18.068,#N/A
9.104,17.999,#N/A
9.107,17.948,#N/A
9.11,17.91,#N/A
9.114,17.879,#N/A
9.117,17.849,#N/A
9.12,17.816,#N/A
9.124,17.778,#N/A
9.127,17.735,#N/A
9.13,17.687,#N/A
9.134,17.635,#N/A
9.137,17.584,#N/A
9.14,17.535,#N/A
9.144,17.49,#N/A
9.147,17.451,#N/A
9.15,17.418,#N/A
9.154,17.389,#N/A
9.157,17.362,#N/A
9.16,17.336,#N/A
9.164,17.31,#N/A
9.167,17.284,#N/A
9.17,17.26,#N/A
9.174,17.239,#N/A
9.177,17.225,#N/A
9.18,17.22,#N/A
9.184,17.224,#N/A
9.187,17.235,#N/A
9.19,17.247,#N/A
9.194,17.253,#N/A
9.197,17.248,#N/A
9.2,17.227,#N/A
9.204,17.189,#N/A
9.207,17.136,#N/A
9.21,17.071,#N/A
9.214,17,#N/A
9.217,16.928,#N/A
9.22,16.861,#N/A
9.224,16.802,#N/A
9.227,16.752,#N/A
9.23,16.712,#N/A
9.234,16.68,#N/A
9.237,16.655,#N/A
9.24,16.635,#N/A
9.244,16.617,#N/A
9.247,16.599,#N/A
9.25,16.579,#N/A
9.254,16.556,#N/A
9.257,16.53,#N/A
9.26,16.504,#N/A
9.264,16.478,#N/A
9.267,16.455,#N/A
9.27,16.436,#N/A
9.274,16.423,#N/A
9.277,16.414,#N/A
9.28,16.41,#N/A
9.284,16.409,#N/A
9.287,16.412,#N/A
9.29,16.417,#N/A
9.294,16.422,#N/A
9.297,16.425,#N/A
9.3,16.424,#N/A
9.304,16.419,#N/A
9.307,16.409,#N/A
9.31,16.393,#N/A
9.314,16.372,#N/A
9.317,16.348,#N/A
9.32,16.319,#N/A
9.324,16.287,#N/A
9.327,16.254,#N/A
9.33,16.223,#N/A
9.334,16.194,#N/A
9.337,16.169,#N/A
9.34,16.15,#N/A
9.344,16.137,#N/A
9.347,16.132,-0.35104
9.35,16.135,#N/A
9.354,16.144,#N/A
9.357,16.157,#N/A
9.36,16.17,#N/A
9.364,16.181,#N/A
9.367,16.19,#N/A
9.37,16.196,#N/A
9.374,16.201,#N/A
9.377,16.202,#N/A
9.38,16.201,#N/A
9.384,16.195,#N/A
9.387,16.184,#N/A
9.39,16.169,#N/A
9.394,16.153,#N/A
9.397,16.138,#N/A
9.4,16.131,#N/A
9.404,16.135,#N/A
9.407,16.152,#N/A
9.41,16.181,#N/A
9.414,16.221,#N/A
9.417,16.27,#N/A
9.42,16.33,#N/A
9.424,16.409,#N/A
9.427,16.519,#N/A
9.43,16.672,#N/A
9.434,16.873,#N/A
9.437,17.113,#N/A
9.44,17.366,#N/A
9.444,17.593,#N/A
9.447,17.753,#N/A
9.45,17.815,#N/A
9.454,17.764,#N/A
9.457,17.607,#N/A
9.46,17.369,#N/A
9.464,17.085,#N/A
9.467,16.793,#N/A
9.47,16.524,#N/A
9.474,16.304,#N/A
9.477,16.145,#N/A
9.48,16.054,-2.88067
9.484,16.03,#N/A
9.487,16.072,#N/A
9.49,16.179,#N/A
9.494,16.347,#N/A
9.497,16.567,#N/A
9.5,16.819,#N/A
9.504,17.077,#N/A
9.507,17.306,#N/A
9.51,17.474,#N/A
9.514,17.555,#N/A
9.517,17.541,#N/A
9.52,17.437,#N/A
9.524,17.262,#N/A
9.527,17.042,#N/A
9.53,16.803,#N/A
9.534,16.566,#N/A
9.537,16.346,#N/A
9.54,16.15,#N/A
9.544,15.978,#N/A
9.547,15.828,#N/A
9.55,15.695,#N/A
9.554,15.577,#N/A
9.557,15.473,#N/A
9.56,15.381,#N/A
9.564,15.304,#N/A
9.567,15.242,#N/A
9.57,15.194,#N/A
9.574,15.161,#N/A
9.577,15.143,#N/A
9.58,15.139,#N/A
9.584,15.149,#N/A
9.587,15.172,#N/A
9.59,15.205,#N/A
9.594,15.249,#N/A
9.597,15.298,#N/A
9.6,15.351,#N/A
9.604,15.404,#N/A
9.607,15.455,#N/A
9.61,15.504,#N/A
9.614,15.55,#N/A
9.617,15.59,#N/A
9.62,15.621,#N/A
9.624,15.642,#N/A
9.627,15.648,#N/A
9.63,15.638,#N/A
9.634,15.611,#N/A
9.637,15.567,#N/A
9.64,15.51,#N/A
9.644,15.444,#N/A
9.647,15.374,#N/A
9.65,15.305,#N/A
9.654,15.239,#N/A
9.657,15.182,#N/A
9.66,15.134,#N/A
9.664,15.096,#N/A
9.667,15.067,#N/A
9.67,15.046,#N/A
9.674,15.031,#N/A
9.677,15.021,#N/A
9.68,15.015,#N/A
9.684,15.011,#N/A
9.687,15.005,#N/A
9.69,14.998,#N/A
9.694,14.991,#N/A
9.697,14.982,#N/A
9.7,14.973,#N/A
9.704,14.962,#N/A
9.707,14.95,#N/A
9.71,14.937,#N/A
9.714,14.926,#N/A
9.717,14.919,#N/A
9.72,14.918,#N/A
9.724,14.924,#N/A
9.727,14.937,#N/A
9.73,14.959,#N/A
9.734,14.988,#N/A
9.737,15.019,#N/A
9.74,15.049,#N/A
9.744,15.073,#N/A
9.747,15.089,9.11917
9.75,15.096,#N/A
9.754,15.094,#N/A
9.757,15.085,#N/A
9.76,15.074,#N/A
9.764,15.063,#N/A
9.767,15.055,#N/A
9.77,15.051,#N/A
9.774,15.048,#N/A
9.777,15.045,#N/A
9.78,15.038,#N/A
9.784,15.026,#N/A
9.787,15.01,#N/A
9.79,14.99,#N/A
9.794,14.967,#N/A
9.797,14.945,#N/A
9.8,14.923,#N/A
9.804,14.906,#N/A
9.807,14.896,#N/A
9.81,14.895,#N/A
9.814,14.905,#N/A
9.817,14.927,#N/A
9.82,14.962,#N/A
9.824,15.013,#N/A
9.827,15.08,#N/A
9.83,15.168,#N/A
9.834,15.278,#N/A
9.837,15.411,#N/A
9.84,15.565,#N/A
9.844,15.731,#N/A
9.847,15.895,#N/A
9.85,16.036,#N/A
9.854,16.138,#N/A
9.857,16.183,#N/A
9.86,16.164,#N/A
9.864,16.083,#N/A
9.867,15.952,#N/A
9.87,15.788,#N/A
9.874,15.611,#N/A
9.877,15.439,8.98791
9.88,15.286,#N/A
9.884,15.162,#N/A
9.887,15.074,#N/A
9.89,15.025,#N/A
9.894,15.013,#N/A
9.897,15.038,#N/A
9.9,15.094,#N/A
9.904,15.173,#N/A
9.907,15.264,#N/A
9.91,15.354,#N/A
9.914,15.428,#N/A
9.917,15.473,#N/A
9.92,15.481,#N/A
9.924,15.451,#N/A
9.927,15.389,#N/A
9.93,15.304,#N/A
9.934,15.209,#N/A
9.937,15.116,#N/A
9.94,15.034,#N/A
9.944,14.969,#N/A
9.947,14.926,#N/A
9.95,14.91,#N/A
9.954,14.926,#N/A
9.957,14.978,#N/A
9.96,15.069,#N/A
9.964,15.2,#N/A
9.967,15.364,#N/A
9.97,15.553,#N/A
9.974,15.751,#N/A
9.977,15.94,#N/A
9.98,16.103,#N/A
9.984,16.225,#N/A
9.987,16.297,#N/A
9.99,16.318,#N/A
9.994,16.295,#N/A
9.997,16.237,#N/A
10,16.153,#N/A
10.004,16.053,#N/A
10.007,15.943,#N/A
10.01,15.827,8.85268
10.014,15.71,#N/A
10.017,15.598,#N/A
10.02,15.496,#N/A
10.024,15.41,#N/A
10.027,15.343,#N/A
10.03,15.297,#N/A
10.034,15.27,#N/A
10.037,15.258,#N/A
10.04,15.256,#N/A
10.044,15.256,#N/A
10.047,15.253,#N/A
10.05,15.244,#N/A
10.054,15.228,#N/A
10.057,15.204,#N/A
10.06,15.176,#N/A
10.064,15.148,#N/A
10.067,15.123,#N/A
10.07,15.106,#N/A
10.074,15.096,#N/A
10.077,15.092,#N/A
10.08,15.094,#N/A
10.084,15.102,#N/A
10.087,15.112,#N/A
10.09,15.126,#N/A
10.094,15.14,#N/A
10.097,15.153,#N/A
10.1,15.164,#N/A
10.104,15.172,#N/A
10.107,15.177,#N/A
10.11,15.179,#N/A
10.114,15.18,#N/A
10.117,15.178,#N/A
10.12,15.173,#N/A
10.124,15.163,#N/A
10.127,15.146,#N/A
10.13,15.121,#N/A
10.134,15.089,#N/A
10.137,15.052,#N/A
10.14,15.013,#N/A
10.144,14.976,#N/A
10.147,14.944,#N/A
10.15,14.92,#N/A
10.154,14.906,#N/A
10.157,14.905,#N/A
10.16,14.916,#N/A
10.164,14.939,#N/A
10.167,14.973,#N/A
10.17,15.015,#N/A
10.174,15.063,#N/A
10.177,15.115,#N/A
10.18,15.168,#N/A
10.184,15.221,#N/A
10.187,15.272,#N/A
10.19,15.318,#N/A
10.194,15.358,#N/A
10.197,15.393,#N/A
10.2,15.422,#N/A
10.204,15.446,#N/A
10.207,15.465,#N/A
10.21,15.479,#N/A
10.214,15.487,#N/A
10.217,15.489,#N/A
10.22,15.486,#N/A
10.224,15.477,#N/A
10.227,15.462,#N/A
10.23,15.441,#N/A
10.234,15.415,#N/A
10.237,15.386,#N/A
10.24,15.355,#N/A
10.244,15.326,#N/A
10.247,15.303,#N/A
10.25,15.29,#N/A
10.254,15.29,#N/A
10.257,15.308,#N/A
10.26,15.344,#N/A
10.264,15.396,#N/A
10.267,15.46,#N/A
10.27,15.526,#N/A
10.274,15.586,#N/A
10.277,15.63,8.1805
10.28,15.655,#N/A
10.284,15.657,#N/A
10.287,15.639,#N/A
10.29,15.604,#N/A
10.294,15.558,#N/A
10.297,15.508,#N/A
10.3,15.46,#N/A
10.304,15.422,#N/A
10.307,15.398,#N/A
10.31,15.393,#N/A
10.314,15.415,#N/A
10.317,15.469,#N/A
10.32,15.563,#N/A
10.324,15.699,#N/A
10.327,15.872,#N/A
10.33,16.071,#N/A
10.334,16.279,#N/A
10.337,16.474,#N/A
10.34,16.635,#N/A
10.344,16.744,#N/A
10.347,16.79,#N/A
10.35,16.775,#N/A
10.354,16.709,#N/A
10.357,16.611,#N/A
10.36,16.498,#N/A
10.364,16.388,#N/A
10.367,16.294,#N/A
10.37,16.223,#N/A
10.374,16.177,#N/A
10.377,16.153,#N/A
10.38,16.148,#N/A
10.384,16.157,#N/A
10.387,16.176,#N/A
10.39,16.201,#N/A
10.394,16.228,#N/A
10.397,16.252,#N/A
10.4,16.272,#N/A
10.404,16.286,#N/A
10.407,16.293,#N/A
10.41,16.296,0.84616
10.414,16.296,#N/A
10.417,16.295,#N/A
10.42,16.298,#N/A
10.424,16.307,#N/A
10.427,16.321,#N/A
10.43,16.34,#N/A
10.434,16.361,#N/A
10.437,16.381,#N/A
10.44,16.396,#N/A
10.444,16.404,#N/A
10.447,16.401,#N/A
10.45,16.385,#N/A
10.454,16.356,#N/A
10.457,16.316,#N/A
10.46,16.269,#N/A
10.464,16.221,#N/A
10.467,16.174,#N/A
10.47,16.134,#N/A
10.474,16.103,#N/A
10.477,16.082,#N/A
10.48,16.072,#N/A
10.484,16.073,#N/A
10.487,16.082,#N/A
10.49,16.1,#N/A
10.494,16.124,#N/A
10.497,16.151,#N/A
10.5,16.177,#N/A
10.504,16.199,#N/A
10.507,16.215,#N/A
10.51,16.224,#N/A
10.514,16.225,#N/A
10.517,16.221,#N/A
10.52,16.214,#N/A
10.524,16.203,#N/A
10.527,16.191,#N/A
10.53,16.177,#N/A
10.534,16.162,#N/A
10.537,16.146,#N/A
10.54,16.131,#N/A
10.544,16.117,#N/A
10.547,16.105,#N/A
10.55,16.096,#N/A
10.554,16.089,#N/A
10.557,16.084,#N/A
10.56,16.082,#N/A
10.564,16.081,#N/A
10.567,16.083,#N/A
10.57,16.086,#N/A
10.574,16.091,#N/A
10.577,16.098,#N/A
10.58,16.107,#N/A
10.584,16.12,#N/A
10.587,16.139,#N/A
10.59,16.161,#N/A
10.594,16.185,#N/A
10.597,16.21,#N/A
10.6,16.237,#N/A
10.604,16.264,#N/A
10.607,16.291,#N/A
10.61,16.317,#N/A
10.614,16.342,#N/A
10.617,16.363,#N/A
10.62,16.378,#N/A
10.624,16.387,#N/A
10.627,16.391,#N/A
10.63,16.391,#N/A
10.634,16.389,#N/A
10.637,16.389,#N/A
10.64,16.392,#N/A
10.644,16.4,#N/A
10.647,16.416,#N/A
10.65,16.439,#N/A
10.654,16.47,#N/A
10.657,16.504,#N/A
10.66,16.538,#N/A
10.664,16.569,#N/A
10.667,16.594,#N/A
10.67,16.612,#N/A
10.674,16.624,#N/A
10.677,16.629,-5.24325
10.68,16.629,#N/A
10.684,16.626,#N/A
10.687,16.624,#N/A
10.69,16.623,#N/A
